expid,peakid,year,season,host,route1,route2,route3,route4,nation,leaders,sponsor,success1,success2,success3,success4,ascent1,ascent2,ascent3,ascent4,claimed,disputed,countries,approach,bcdate,smtdate,smttime,smtdays,totdays,termdate,termreason,termnote,highpoint,traverse,ski,parapente,camps,rope,totmembers,smtmembers,mdeaths,tothired,smthired,hdeaths,nohired,o2used,o2none,o2climb,o2descent,o2sleep,o2medical,o2taken,o2unkwn,othersmts,campsites,accidents,achievment,agency,comrte,stdrte,primrte,primmem,primref,primid,chksum
EVER05108,EVER,2005,1,2,N Col-NE Ridge,,,,Finland,Veli-Pekka Molsa,Everest 2005 Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,By helicopter to Kodari->Tingri->BC,2005/4/8,2005/5/20,,42,47,2005/5/25,7,"Abandoned at 8630m due to tiredness, weather, no fixed line",8630,FALSE,FALSE,FALSE,3,0,7,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(08/04,5200m),ABC(12/04,6400m),C1(21/04,7100m),C2(16/05,7700m),C3(19/05,8300m),xxx(20/05,8630m)",,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459656
EVER05116,EVER,2005,1,2,N Col-NE Ridge,,,,USA,"Marnie Pearsall, Nelson Snyder, Vincent Waters",Monterosa International Everest Expedition 2005 (3 independents),FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,Canada,Kodari->Tingri->BC,2005/4/3,2005/4/30,,27,54,2005/5/27,7,Abandoned due to various sicknesses,7700,FALSE,FALSE,FALSE,1,0,3,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,"BC(03/04),(see route details)",Waters high altitude retinal hemorrhage on April 20 at ABC,,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,,2459636
EVER05117,EVER,2005,1,2,N Col-NE Ridge,,,,Italy,Luigi Rampini,Monterosa International Everest Expedition 2005,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Kodari->Tingri->BC,2005/4/3,2005/4/25,,22,36,2005/5/9,7,Abandoned at 7300m due to blood clot in leg,7300,FALSE,FALSE,FALSE,1,0,1,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(03/04),ABC(08/04,6400m),C1(20/04,7000m),xxx(25/04,7300m)",Rampini got blood clot in one leg,,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,,2459631
EVER05118,EVER,2005,1,2,N Col-NE Ridge,,,,Poland,Jacek Teler,Monterosa International Everest Expedition 2005,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Kodari->Tingri->BC,2005/4/4,2005/5/29,,55,59,2005/6/2,4,Abandoned at 8000m due to bad weather,8000,FALSE,FALSE,FALSE,3,0,2,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(04/04,5200m),ABC(09/04,6350m),C1(15/04,7000m),C2(25/04,7700m),C3(17/05,7800m),xxx(29/05,8000m)",,,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,,2459665
EVER05119,EVER,2005,1,2,N Col-NE Ridge,,,,UK,"Adrian Crane, Matthew Hood, Niklas Hallstrom",Monterosa International Everest Expedition 2005 (3 independents),FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,"Sweden, USA",Kodari->Tingri->BC,2005/4/4,2005/5/21,,47,59,2005/6/2,4,Abandoned due to bad weather,8500,FALSE,TRUE,FALSE,1,0,3,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(04/04,5200m),(see route details)",,,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,,2459657
EVER05120,EVER,2005,1,2,N Col-NE Ridge,,,,Australia,Michael Parker,Australian British Everest Expedition (Monterosa permit),FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,UK,Kodari->Tingri->BC,2005/4/4,2005/5/27,,53,59,2005/6/2,4,Abandoned at 7700m due to high winds and cold,7700,FALSE,FALSE,FALSE,2,0,2,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(04/04,5250m),ABC(09/04,6350m),C1(17/04,7000m),C2(26/05,7500m),xxx(27/05,7700m)",,,Monterosa Treks,TRUE,TRUE,FALSE,FALSE,FALSE,,2459663
EVER05132,EVER,2005,1,2,N Col-NE Ridge,,,,Ecuador,Jose (Pepe) Jijon,Dream Everest 2005,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Kodari->Tingri->BC,2005/4/14,2005/5/31,,47,49,2005/6/2,4,Abandoned at 8000m due to strong wind and low temperature,8000,FALSE,FALSE,FALSE,2,0,1,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(14/04,5200m),ABC(19/04,6400m),C1(24/04,7000m),C2(7800m),xxx(31/05,8000m)",,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459667
EVER05136,EVER,2005,1,2,N Col-NE Ridge,,,,Brazil,Paulo Coelho,Dream Everest 2005,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Kodari->Tingri->BC,2005/4/14,2005/5/29,,45,49,2005/6/2,4,"Abandoned at 7900m due to strong wind, low temperature",7900,FALSE,FALSE,FALSE,1,0,2,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(14/04,5200m),ABC(19/04,6400m),C1(24/04,7000m),xxx(29/05,7900m)",,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459665
EVER05138,EVER,2005,1,2,N Col-NE Ridge,,,,Australia,Duncan Chessell,Independent climber on Everest,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Kodari->Tingri->BC,2005/5/19,2005/5/30,,11,16,2005/6/4,8,"Abandoned at 8350m due to frozen oxygen, bronchitis",8350,FALSE,FALSE,FALSE,2,0,1,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(19/05,5200m),ABC(20/05,6450m),C1(27/05,7100m),C2(29/05,7900m),xxx(30/05,8350m)",,,Explore Himalaya,TRUE,TRUE,FALSE,FALSE,FALSE,,2459666
EVER05139,EVER,2005,1,2,N Col-NE Ridge,,,,Italy,Diego Giovannini,Everest 2005,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Lhasa->Xigatse->Xigar->BC,2005/4/14,2005/5/26,,42,46,2005/5/30,4,Abandoned at 7900m due to high wind,7900,FALSE,FALSE,FALSE,2,0,1,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(14/04,5200m),C1(16/04,6400m),C2(19/04,7100m),C2(21/04,7900m),xxx(26/05,7900m)",,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459662
EVER05141,EVER,2005,1,2,N Col-NE Ridge,,,,Germany,Christian Lemmerz,Independent climber on Everest,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Kodari->Tingri->BC,2005/4/3,2005/5/28,,55,59,2005/6/1,7,Abandoned at 7900m due to illness (bronchitis and pneumonia),7900,FALSE,FALSE,FALSE,1,0,1,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(03/04,5200m),ABC(10/04,6400m),C1(22/04,7100m),xxx(28/05,7900m)",Pneumonia and bronchitis,,Tshering Tamang,TRUE,TRUE,FALSE,FALSE,FALSE,,2459664
EVER05143,EVER,2005,1,2,N Col-NE Ridge,,,,Norway,Sigrid Hammer,Soft Touch of Ice Expedition to Everest,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,2005/4/29,2005/5/28,,29,33,2005/6/1,4,"Abandoned at 8500m due to bad weather, exhaustion",8500,FALSE,FALSE,FALSE,3,0,2,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(29/04,5200m),ABC(06/05,6450m),C1(16/05,7100m),C2(21/05,7900m),C3(27/05,8300m),xxx(28/05,8500m)",,,Arun Treks,TRUE,TRUE,FALSE,FALSE,FALSE,,2459664
EVER05144,EVER,2005,1,2,N Col-NE Ridge,,,,San Marino,Antonio Pazzaglia,San Marino 2005,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Lhasa->Xigatse->Xigar->BC,2005/4/14,2005/5/27,,43,46,2005/5/30,4,Abandoned at 8300m due to bad weather,8300,FALSE,FALSE,FALSE,3,0,2,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(14/04,5200m),ABC(16/04,6400m),C1(25/04,7100m),C2(26/05,7500m),C3(27/05,8300m),xxx27/05,8300m)","Bernardi suffered from chest infection on May 6 at ABC (left CBC on 7th, left Nepal on May 14)",,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459663
EVER05146,EVER,2005,1,2,N Col-NE Ridge,,,,Austria,Wilfried Studer,Dream Everest 2005,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Kodari->Tingri->BC,2005/4/13,2005/5/19,,36,38,2005/5/21,4,"Abandoned at 7800m due to bad weather (cold, windy)",7800,FALSE,FALSE,FALSE,2,0,2,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(13/04,5200m),ABC(18/04,6400m),C1(20/04,7050m),C2(18/05,7600m),xxx(19/05,7800m)",,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459655
EVER05149,EVER,2005,1,2,N Col-NE Ridge,,,,France,Frederic Bernard,Frederic Everest 2005,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Kodari->Tingri->BC,2005/4/16,2005/5/10,,24,42,2005/5/28,4,Abandoned at 7500m due to high winds,7500,FALSE,FALSE,FALSE,2,0,2,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(16/04,5200m),ABC(18/04,6400m),C1(25/04,7100m),C2(10/05,7500m),xxx(10/05,7500m)",,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459646
EVER05150,EVER,2005,1,2,N Col-NE Ridge,,,,USA,Kenneth Hill,Dream Everest Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Kodari->Tingri->BC,2005/4/13,2005/5/21,,38,44,2005/5/27,4,Abandoned at 8200m due to general fatigue and bad weather,8200,FALSE,FALSE,FALSE,2,0,1,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(13/04,5200m),ABC(17/04,6400m),C1(21/04,7000m),C2(24/04,7500m),xxx(21/05,8200m)",,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459657
EVER05151,EVER,2005,1,2,N Face (to 6000m),N Face-N Col-NE Ridge (to 7700m),,,Germany,Ralf Dujmovits,International Xixabangma-Everest Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,"Austria, Japan",Xixa BC via Nyalam,2005/5/13,2005/5/30,,17,22,2005/6/4,7,Abandoned at 7700m due to AMS,7700,FALSE,FALSE,FALSE,3,0,3,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(13/05),ABC(14/05,5550m),Biv(17/05,6100m),C2(27/05,7000m),C3(30/05,7700m),xxx(30/05,7700m)",,,Thamserku Trekking,FALSE,FALSE,FALSE,FALSE,FALSE,,2459666
EVER05154,EVER,2005,1,2,N Col-NE Ridge,,,,Norway,Jarle Traa,Alone to Everest 2005,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Kodari->Tingri->BC,2005/4/3,2005/5/25,,52,59,2005/6/1,4,"Abandoned at 7500m due to bad weather, chest infection",7500,FALSE,FALSE,FALSE,1,0,1,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(03/04,5200m),ABC(14/04,6450m),C1(15/05,7100m),xxx(25/05,7500m)",He cracked a rib coughing,,Arun Treks,TRUE,TRUE,FALSE,FALSE,FALSE,,2459661
EVER05156,EVER,2005,1,2,N Col-NE Ridge,,,,Spain,Xavier (Xavi) Arias Sunyer,Esplugues al Everest,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Lhasa->Xigatse->Xigar->BC,2005/4/24,2005/5/21,,27,28,2005/5/22,4,Abandoned at 8600m due to bad weather and ankle sprain of Arias Sunyer,8600,FALSE,FALSE,FALSE,3,0,4,0,0,2,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(24/04,5200m),ABC(26/04,6400m),C1(02/05,7060m),C2(15/05,7600m),C3(20/05,8300m),xxx(21/05,8600m)",,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459657
EVER05157,EVER,2005,1,1,S Col-SE Ridge,,,,Singapore,Robert Goh,Premier Taxi Singapore Everest 2005,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,2005/4/3,2005/5/31,,58,64,2005/6/6,4,Abandoned at 8100m due to strong winds and very cold,8100,FALSE,FALSE,FALSE,4,0,3,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(03/04,5350m),C1(11/04,6100m),C2(22/04,6500m),C3(10/05,7300m),C4(30/05,7900m),xxx(31/05,8100m)",,,Great Escapes Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459667
EVER05165,EVER,2005,1,1,S Col-SE Ridge,,,,Nepal,Ramesh Man Dangol,Peace Everest Expedition 2005,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Lukla->Namche->BC,2005/4/9,2005/5/30,,51,54,2005/6/2,8,"Abandoned at 8800m due to non-cooperation of Sherpa, lack of oxygen",8800,FALSE,FALSE,FALSE,4,0,3,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(09/04,5365m),C2(14/05,6400m),C3(28/05,7300m),C4(29/05,7925m),xxx(30/05,8800m)",,,Nomad Expeditions,TRUE,TRUE,FALSE,FALSE,FALSE,,2459666
EVER05168,EVER,2005,1,1,S Col-SE Ridge,,,,Russia,Ludmila Moskaleva,Team Everest 2005,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Lukla->Namche->BC,2005/4/1,2005/5/21,,50,21,2005/4/22,8,Abandoned at 8300m due to not enough rope (no fixed line),8300,FALSE,FALSE,FALSE,4,0,2,0,0,2,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(01/04,5300m),C1(08/04,6000m),C2(12/04,6400m),C3(19/04,7200m),C4(20/05,7900m),xxx(21/05,8300m)",Bondarenko slipped in ice slope before the South Col while descending on May 21 (he was not clipped to fixed rope),,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459657
EVER05169,EVER,2005,1,1,S Col-SE Ridge,,,,Spain,Manuel Sanjuan Lara,Dream Everest Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Lukla->Namche->BC,2005/4/1,2005/5/21,,50,52,2005/5/23,8,Abandoned at 8350m due to lack of fixed ropes,8350,FALSE,FALSE,FALSE,4,0,1,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(01/04,5300m),C1(08/04,6000m),C2(12/04,6400m),C3(19/04,7300m),C4(20/05,7900m),xxx(21/05,8350m)",,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459657
EVER05170,EVER,2005,1,1,S Col-SE Ridge,,,,Czech Republic,Miroslav Caban,Everest M. C. 2005,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,2005/4/5,2005/5/2,,27,45,2005/5/20,4,Abandoned at 7400m due to strong wind and very cold,7400,FALSE,FALSE,FALSE,3,0,7,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(05/04),C1(10/04,5900m),C2(12/04,6200m),C3(01/05,7100m),xxx(02/05,7400m)",2 chest infections and 1 incipient altitude sickness,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459638
EVER05171,EVER,2005,1,1,S Col-SE Ridge,,,,Austria,Josef Einwaller,Dream Everest 2005,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Lukla->Namche->BC,2005/4/15,2005/5/26,,41,43,2005/5/28,4,Abandoned at 7350m due to windy weather,7350,FALSE,FALSE,FALSE,3,0,2,0,0,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,"BC(15/04,5300m),C1(20/04,6100m),C2(23/04,6400m),C3(28/04,7350m),xxx(26/05,7350m)",Steger broke his left hand in Chhukung (he was crossing the river which was covered with ice),,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459662
EVER05172,EVER,2005,1,1,S Col-SE Ridge,,,,Germany,Klaus Mees,Dream Everest Expedition 2005,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Lukla->Namche->BC,2005/4/1,2005/5/21,,50,53,2005/5/24,7,"Abandoned at 8600m due to fatigue, cold feet, wind",8600,FALSE,FALSE,FALSE,4,200,1,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(01/04,5350m),C1(12/04,6950m),C2(19/04,6400m),C3(02/05,7400m),C4(20/05,7900m),xxx(21/05,8600m)",,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459657
EVER05173,EVER,2005,1,1,S Col-SE Ridge,,,,Italy,Diego Zubani,Everest Expedition 2005,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,2005/4/8,2005/5/11,,33,36,2005/5/14,4,Abandoned at 6900m due to bad weather and bad cough,6900,FALSE,FALSE,FALSE,2,0,1,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(08/04,5350m),C1(16/04,6000m),C2(20/04,6400m),xxx(11/05,6900m)",Bad cough by Zubani,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459647
EVER05176,EVER,2005,1,1,S Col-SE Ridge,,,,Spain,Bartolome (Tolo) Calafat Marcus,Mallorca a Dalt de Tot Everest 05,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Lukla->Namche->BC,2005/4/14,2005/5/13,,29,45,2005/5/29,4,Abandoned at 7175m due to bad weather (mostly windy),7175,FALSE,FALSE,FALSE,3,0,4,0,0,4,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,"BC(14/04,5300m),C1(18/04,6100m,C2(25/04,6445m),C3(13/05,7175m),xxx(13/05,7175m)",Alvarez Rodriguez suffered from chest,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459649
EVER05177,EVER,2005,1,1,S Col-SE Ridge,,,,Spain,Carlos Pauner,Aragon Everest Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,2005/4/17,2005/5/14,,27,40,2005/5/27,4,Abandoned at 7200m due to bad weather,7200,FALSE,FALSE,FALSE,3,0,2,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(17/04),C1(20/04,6100m),C2(28/04,6400m),C3(13/05,7100m),xxx(14/05,7200m)",,,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459650
EVER05178,EVER,2005,1,1,S Col-SE Ridge,,,,Austria,Martin Feichtmeir,Semi-independent climber on Everest,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,2005/4/12,2005/4/27,,15,18,2005/4/30,4,Abandoned at 7150m due to bad weather and lack of time,7150,FALSE,FALSE,FALSE,2,0,1,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Climbed Island Peak (9 April),"BC(12/04,5350m),C1(18/04,6100m),C2(25/04,6400m),xxx(27/04,7150m)",,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459633
EVER05179,EVER,2005,1,1,S Col-SE Ridge,,,,Germany,Olaf Rieck,Leipzig Goes to Everest,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Lukla->Island Peak->Ever BC,2005/4/21,2005/5/14,,23,33,2005/5/24,4,Abandoned at 7500m due to bad weather forecast,7500,FALSE,FALSE,FALSE,3,0,3,0,0,4,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(21/04,5500m),C1(27/04,6200m),C2(28/04,6500m),C3(03/05,7300m),xxx(14/05,7500m)",,,Multi Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,,2459650
EVER05180,EVER,2005,1,1,S Col-SE Ridge,,,,New Zealand,Mark Whetu,Himalayan Experience (Himex) Everest Expedition 2005,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,Switzerland,,2005/4/7,2005/4/17,,10,52,2005/5/29,4,Abandoned at 7400m due to bad weather,7400,FALSE,FALSE,FALSE,3,200,5,0,0,5,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,"BC(07/04),C1(12/04,6100m),C2(15/04,6400m),C3(17/04,7400m),xxx(17/04,7400m)",,,Mountain Experience,TRUE,TRUE,FALSE,FALSE,FALSE,,2459623
EVER05181,EVER,2005,1,1,S Col-SE Ridge,,,,Spain,Jorge Verdeguer,Undewerdao Politechica de Valencia al Everest 2005,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Lukla->Namche->BC,2005/4/17,2005/6/2,,46,49,2005/6/5,8,Abandoned at 8200m due to oxygen supply system not operating properly,8200,FALSE,FALSE,FALSE,4,200,3,0,0,2,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(17/04,5300m),C1(22/04,6100m),C2(26/04,6400m),C3(29/04,7150m),C4(01/06,7980m),xxx(02/06,8200m)",Frostbite of two fingers of right hand of Pema Sherpa at C3 (left for home),,Thamserku Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459669
EVER05182,EVER,2005,1,1,S Col-SE Ridge,,,,USA,Steven Lem,Dream Everest 2005,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Lukla->Namche->BC,2005/4/12,2005/5/21,,39,42,2005/5/24,4,Abandoned at 7300m due to bad weather (high winds),7300,FALSE,FALSE,FALSE,3,0,1,0,0,2,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,"BC(12/04),C1(18/04,6000m),C2(19/04,6500m),C3(27/04,7300m),xxx(21/05,7300m)",,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459657
EVER05183,EVER,2005,1,1,S Col-SE Ridge,,,,UK,Keith Woodhouse,Dream Everest Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,Germany,Khumjung,2005/3/31,2005/5/21,,51,53,2005/5/23,8,Abandoned at 8400m due to faulty oxygen system,8400,FALSE,FALSE,FALSE,4,0,2,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(31/03,5350m),C1(10/04,6050m),C2(14/04,6450m),C3(25/04,7270m),C4(20/05,7900m),xxx(21/05,8400m)",,,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459657
EVER05186,EVER,2005,1,1,S Col-SE Ridge,,,,Canada,Sean Egan,Kanatek to Everest,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Lukla->Namche->BC,2005/4/8,2005/4/24,,16,23,2005/5/1,6,Abandoned at 6000m due to death of a leader at Dhugla,6000,FALSE,FALSE,FALSE,1,0,2,0,1,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(08/04,5319m),C1(15/04,6000m),xxx(24/04,6000m)",,,Mountain Madness,TRUE,TRUE,FALSE,FALSE,FALSE,,2459630
EVER05188,EVER,2005,1,1,S Col-SE Ridge,,,,UK,Gavin Bate,Moving Mountains to Everest,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Lukla->Island Peak->Gorakshep,2005/4/23,2005/5/30,,37,39,2005/6/1,7,Abandoned at 8760m due to Ang Nima sickness and bottleneck at Hillary Step,8760,FALSE,FALSE,FALSE,1,0,1,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Climbed Island Peak,"BC(23/04,5160m),TempBC(26/04,5500m),C2(05/05,7100m),xxx(30/05,8760m)",Nima had food poisoning,,High Country Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,,2459666
EVER05189,EVER,2005,1,1,S Col-SE Ridge,,,,New Zealand,Michael Roberts,Adventure Consultants Everest Expedition 2005,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,"Australia, Canada, S Africa, UK, USA",,2005/4/10,2005/5/16,,36,51,2005/5/31,4,Abandoned at 7500m due to unstable weather,7500,FALSE,FALSE,FALSE,3,0,11,0,0,12,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,"BC(10/04),C1(25/04,6000m),C2(28/04,6400m),C3(15/05,7400m),xxx(16/05,7500m)",Sandling twisted knee in Icefall,,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,,2459697
EVER05190,EVER,2005,1,1,S Col-SE Ridge,,,,UK,Henry Todd,Himalayan Guides Everest and Lhotse Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,"Australia, Hungary, USA",,2005/4/10,2005/6/5,,56,58,2005/6/7,4,Abandoned at 8500m due to bad weather forecast and fierce winds,8500,FALSE,FALSE,FALSE,4,700,10,0,1,8,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Attempted Lhotse (LHOT-051-04),"BC(10/04),C1(14/04,6000m),C2(17/04,6400m),C3(19/05,7300m),C4(04/06,7900m),xxx(05/06,8500m)",Only fatal episode,,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,,2459717
