header,deathcnt,deathpct,fname,lname,name,citizen,village,sex,age,yob,dthmdy,deathtime,ddthtime,dthmondd,deathdate,deathnote,deathclsnt,deathtype,deathhgtm,deathclass,ams,weather,msuccess,o2used,o2none,myear,mseason,yearseas,msmtbid,msmtterm,expldr,hired,sherpa,tibetan,expid,membid,peakid,host,deathrte,route1,route2,agency,peakexps,peakabvbc,peaksmts,allexps,allabvbc,allsmts,highexps,highabvbc,highsmts,maxhighpt,maxpeakid
,0,0,Lobsang Tshering,Bhotia,Lobsang Tshering Bhotia,India,,M,40,1952,1993/5/10,,0,May 10,1993/5/10,Fall (8600m),Descending from summit bid, 4,8600,5,0,0,1,1,0,1993,1,1993 Spr,Successful bid,Success,Australia (Tashi Tenzing),0,0,1,EVER-931-10,06,EVER,Nepal,1,S Col-SE Ridge,,Sherpa Trekking Service (STS),1,1,0,5,5,2,2,2,0,8400,KANG
,0,0,Pasang Lhamu,Sherpa,Ms. Pasang Lhamu Sherpa (Surke),Nepal, (Surke),F,30,1962,1993/4/23,07:30,7.5,Apr 23,1993/4/23,Exhaustion (8750m)(a),Descending from summit bid, 2,8750,5,1,0,1,1,0,1993,1,1993 Spr,Successful bid,Success,Nepal (Pasang Lhamu Sherpa),0,1,0,EVER-931-11,01,EVER,Nepal,1,S Col-SE Ridge,,Thamserku Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Sonam Tshering,Sherpa,Sonam Tshering Sherpa (Beding),Nepal, (Beding),M,33,,1993/4/23,07:30,7.5,Apr 23,1993/4/23,Fall (8750m)(a),Descending from summit bid, 4,8750,5,1,0,1,1,0,1993,1,1993 Spr,Successful bid,Success,Nepal (Pasang Lhamu Sherpa),1,1,0,EVER-931-11,10,EVER,Nepal,1,S Col-SE Ridge,,Thamserku Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Antonio,Miranda,Antonio Miranda,Spain,,M,35,1958,1993/10/7,,0,Oct 7,1993/10/7,Fall (8300m),Descending from summit bid, 4,8300,5,0,0,0,1,0,1993,3,1993 Aut,Aborted above high camp,"Exhaustion, Fatigue, Weakness or Lack of Motivatio",Spain (Juanito Oiarzabal),0,0,0,EVER-933-03,06,EVER,Nepal,1,S Pillar,,Asian Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Karl Gordon,Henize,Karl Gordon Henize,USA,,M,66,1926,1993/10/5,,0,Oct 5,1993/10/5,AMS (6000m)(a),Death at BC, 1,6000,2,1,0,0,0,1,1993,3,1993 Aut,No summit bid,Did Not Climb or Intend to Smt,UK (Jonathan Tinker),0,0,0,EVER-933-07,11,EVER,China,1,N Col-N Face,,Asian Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Michael Anthony,Rheinberger,Michael Anthony Rheinberger,Australia,,M,53,1940,1994/5/27,,0,May 27,1994/5/27,Exhaustion (8680m)(a),Descending from summit bid, 2,8680,5,1,0,1,1,0,1994,1,1994 Spr,Successful bid,Success,USA (Eric Simonson),0,0,0,EVER-941-03,16,EVER,China,1,N Col-N Ridge-N Face,,Great Escapes Trekking,6,6,0,8,8,0,7,7,0,8500,EVER
,0,0,Fang-Fang (Norman),Shih,Fang-Fang (Norman) Shih,Taiwan,,M,27,1967,1994/5/9,12:00,12,May 9,1994/5/9,Exhaustion (8700m),Descending from summit bid, 2,8700,5,0,0,1,1,0,1994,1,1994 Spr,Successful bid,Success,Taiwan (Chang Jui-Kong),0,0,0,EVER-941-06,11,EVER,China,1,N Col-N Ridge-N Face up; Great Couloir down,,Peak Promotion,0,0,0,0,0,0,0,0,0,0,
,0,0,Giuseppe,Vigani,Giuseppe Vigani,Italy,,M,43,1951,1994/5/15,,0,May 15,1994/5/15,Fall (8000m),Expedition evacuation, 4,8000,6,0,0,0,1,0,1994,1,1994 Spr,Aborted above high camp,"Bad Weather (Storms, High Winds)","Italy (Giuseppe Vigani, Bruno Ongis)",0,0,0,EVER-941-09,02,EVER,China,1,N Face (Great Couloir),,In Wilderness (Kunga),0,0,0,1,1,1,1,1,1,8188,CHOY
,0,0,Prem,Thapa,Prem Thapa,Nepal,,M,0,,1994/4/6,,0,Apr 6,1994/4/6,AMS (5150m)(a),Death at BC, 1,5150,2,1,0,0,0,1,1994,1,1994 Spr,No summit bid,Did Not Climb or Intend to Smt,"Italy (Giuseppe Vigani, Bruno Ongis)",1,0,0,EVER-941-09,17,EVER,China,0,,,In Wilderness (Kunga),0,0,0,0,0,0,0,0,0,0,
,0,0,Mingma Norbu/Nuru,Sherpa,Mingma Norbu/Nuru Sherpa (Beding),Nepal, (Beding),M,24,,1994/9/12,12:00,12,Sep 12,1994/9/12,Avalanche (6750m),Route preparation, 7,6750,3,0,0,0,0,1,1994,3,1994 Aut,No summit bid,Accident (Death or Injury to Self or Others),Norway (Jon Gangdal),1,1,0,EVER-943-03,21,EVER,China,1,N Rib-W Ridge,,Rolwaling Excursion,0,0,0,0,0,0,0,0,0,0,
,0,0,Kami Rita,Sherpa,Kami Rita Sherpa,Nepal,,M,22,,1995/5/6,,0,May 6,1995/5/6,Fall (7100m),Route preparation, 4,7100,3,0,0,0,0,1,1995,1,1995 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Todd Burleson),1,1,0,EVER-951-09,14,EVER,Nepal,1,S Col-SE Ridge,,Asian Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Jangbu,Sherpa,Jangbu Sherpa (Nele),Nepal, (Nele),M,28,1967,1995/10/14,,0,Oct 14,1995/10/14,Fall (8800m),Descending from summit bid, 4,8800,5,0,0,1,1,0,1995,3,1995 Aut,Successful bid,Success,S Korea (Kim Jong-Ho),1,1,0,EVER-953-05,09,EVER,China,1,N Col-NE Ridge,,Windhorse Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Lhakpa Nuru,Sherpa,Lhakpa Nuru Sherpa (Kharikhola),Nepal, (Kharikhola),M,30,,1995/9/10,,0,Sep 10,1995/9/10,Avalanche (6900m),Route preparation, 7,6900,3,0,0,0,0,1,1995,3,1995 Aut,No summit bid,Accident (Death or Injury to Self or Others),S Korea (Lee Dong-Ho),1,1,0,EVER-953-06,10,EVER,China,1,NE Ridge (to 7700m),,Windhorse Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Yu-Nan,Chen,Yu-Nan Chen,Taiwan,,M,36,1959,1996/5/9,06:00,6,May 9,1996/5/9,Fall (7200m),Route preparation, 4,7200,3,0,0,0,1,0,1996,1,1996 Spr,Aborted below high camp,Accident (Death or Injury to Self or Others),Taiwan (Gau Ming-Ho (Makalu)),0,0,0,EVER-961-01,02,EVER,Nepal,1,S Col-SE Ridge,,Peak Promotion,0,0,0,1,1,0,1,1,0,0,
,0,0,Bruce,Herrod,Bruce Herrod,UK,,M,37,1958,1996/5/25,18:00,18,May 25,1996/5/25,Fall (8750m),Descending from summit bid, 4,8750,5,0,0,1,1,0,1996,1,1996 Spr,Successful bid,Success,S Africa (Ian Woodall),0,0,0,EVER-961-08,06,EVER,Nepal,1,S Col-SE Ridge,,Sherpa Cooperative Trekking (SCT),0,0,0,0,0,0,0,0,0,0,
,0,0,Tsewang,Smanla,Tsewang Smanla,India,,M,38,1957,1996/5/11,,0,May 11,1996/5/11,Exposure/Frostbite (8700m)(w),Descending from summit bid, 3,8700,5,0,1,1,1,0,1996,1,1996 Spr,Successful bid,Success,India (Mohinder Singh),0,0,0,EVER-961-10,31,EVER,China,1,N Col-N Ridge-N Face,,Amtrek,0,0,0,1,1,1,1,1,1,8586,KANG
,0,0,Dorje Morup,,Dorje Morup,India,,M,47,1948,1996/5/11,,0,May 11,1996/5/11,Exposure/Frostbite (8680m)(w),Descending from summit bid, 3,8680,5,0,1,1,1,0,1996,1,1996 Spr,Successful bid,Success,India (Mohinder Singh),0,0,1,EVER-961-10,04,EVER,China,1,N Col-N Ridge-N Face,,Amtrek,0,0,0,0,0,0,0,0,0,0,
,0,0,Tsewang Paljor,,Tsewang Paljor,India,,M,28,1968,1996/5/11,,0,May 11,1996/5/11,Exposure/Frostbite (8550m)(w),Descending from summit bid, 3,8550,5,0,1,1,1,0,1996,1,1996 Spr,Successful bid,Success,India (Mohinder Singh),0,0,0,EVER-961-10,05,EVER,China,1,N Col-N Ridge-N Face,,Amtrek,0,0,0,0,0,0,0,0,0,0,
,0,0,Scott Eugene,Fischer,Scott Eugene Fischer,USA,,M,40,1955,1996/5/11,12:00,12,May 11,1996/5/11,Exposure/Frostbite (8400m)(a)(w),Descending from summit bid, 3,8400,5,1,1,1,1,0,1996,1,1996 Spr,Successful bid,Success,USA (Scott Fischer),0,0,0,EVER-961-13,01,EVER,Nepal,1,S Col-SE Ridge,,Wilderness Experience,4,4,1,8,8,4,5,5,2,8850,EVER
,0,0,Nawang Dorje,Sherpa,Nawang Dorje Sherpa (Rolwaling),Nepal, (Rolwaling),M,0,,1996/4/23,,0,Apr 23,1996/4/23,AMS (6450m)(a),Route preparation, 1,6450,3,1,0,0,0,1,1996,1,1996 Spr,No summit bid,"Altitude (AMS Symptoms, Breathing or Unwell)",USA (Scott Fischer),1,1,0,EVER-961-13,14,EVER,Nepal,1,S Col-SE Ridge,,Wilderness Experience,0,0,0,0,0,0,0,0,0,0,
,0,0,Robert Edwin (Rob),Hall,Robert Edwin (Rob) Hall,New Zealand,,M,35,1961,1996/5/11,17:00,17,May 11,1996/5/11,Exposure/Frostbite (8700m)(w),Descending from summit bid, 3,8700,5,0,1,1,1,0,1996,1,1996 Spr,Successful bid,Success,New Zealand (Rob Hall),0,0,0,EVER-961-15,01,EVER,Nepal,1,S Col-SE Ridge,,Wilderness Experience,7,7,4,15,15,10,13,13,8,8850,EVER
,0,0,Douglas (Doug),Hansen,Douglas (Doug) Hansen,USA,,M,46,1949,1996/5/10,,0,May 10,1996/5/10,Exposure/Frostbite (8700m)(w),Descending from summit bid, 3,8700,5,0,1,1,1,0,1996,1,1996 Spr,Successful bid,Success,New Zealand (Rob Hall),0,0,0,EVER-961-15,04,EVER,Nepal,1,S Col-SE Ridge,,Wilderness Experience,1,1,0,1,1,0,1,1,0,8750,EVER
,0,0,Andrew Michael (Andy),Harris,Andrew Michael (Andy) Harris,New Zealand,,M,31,1964,1996/5/10,,0,May 10,1996/5/10,Fall (8400m)(w),Descending from summit bid, 4,8400,5,0,1,1,1,0,1996,1,1996 Spr,Successful bid,Success,New Zealand (Rob Hall),0,0,0,EVER-961-15,05,EVER,Nepal,1,S Col-SE Ridge,,Wilderness Experience,0,0,0,1,1,1,0,0,0,6686,CHOB
,0,0,Yasuko,Namba,Ms. Yasuko Namba,Japan,,F,47,1949,1996/5/11,03:00,3,May 11,1996/5/11,Exposure/Frostbite (7900m)(w),Descending from summit bid, 3,7900,5,0,1,1,1,0,1996,1,1996 Spr,Successful bid,Success,New Zealand (Rob Hall),0,0,0,EVER-961-15,10,EVER,Nepal,1,S Col-SE Ridge,,Wilderness Experience,0,0,0,0,0,0,0,0,0,0,
,0,0,Reinhard,Wlasich,Reinhard Wlasich,Austria,,M,45,1951,1996/5/19,01:45,1.75,May 19,1996/5/19,AMS (8250m)(a),Route preparation, 1,8250,3,1,0,0,1,0,1996,1,1996 Spr,Aborted at high camp,"Altitude (AMS Symptoms, Breathing or Unwell)",Hungary (Sandor Nagy),0,0,0,EVER-961-22,17,EVER,China,2,N Col-Great Couloir-N Ridge (to 8250m),,None,0,0,0,1,1,1,1,1,1,8188,CHOY
,0,0,Dawa,Sherpa,Dawa Sherpa (Salleri),Nepal, (Salleri),M,35,,1996/9/21,,0,Sep 21,1996/9/21,Avalanche (7800m),Route preparation, 7,7800,3,0,0,0,0,1,1996,3,1996 Aut,No summit bid,Accident (Death or Injury to Self or Others),S Korea (Lim Hyung-Chil),1,1,0,EVER-963-02,10,EVER,Nepal,1,S Col-SE Ridge,,Sarang San Treks,0,0,0,0,0,0,0,0,0,0,
,0,0,Lobsang Jangbu,Sherpa,Lobsang Jangbu Sherpa (Beding),Nepal, (Beding),M,25,1971,1996/9/21,,0,Sep 21,1996/9/21,Avalanche (7800m),Route preparation, 7,7800,3,0,0,0,0,1,1996,3,1996 Aut,No summit bid,Accident (Death or Injury to Self or Others),Japan (Hirofumi Konishi),1,1,0,EVER-963-04,03,EVER,Nepal,1,S Col-SE Ridge,,Cosmo Treks,0,0,0,0,0,0,0,0,0,0,
,0,0,Yves,Bouchon,Yves Bouchon,France,,M,47,1949,1996/9/21,,0,Sep 21,1996/9/21,Avalanche (7800m),Route preparation, 7,7800,3,0,0,0,0,1,1996,3,1996 Aut,No summit bid,Accident (Death or Injury to Self or Others),France (Bernard Muller),0,0,0,EVER-963-06,02,EVER,Nepal,1,S Col-SE Ridge,,Thamserku Trekking/Khumbi-ila Mt. & Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Nima Rinji,Sherpa,Nima Rinji Sherpa (Lokhim),Nepal, (Lokhim),M,30,,1997/5/6,,0,May 6,1997/5/6,Fall (7600m),Route preparation, 4,7600,3,0,0,0,0,1,1997,1,1997 Spr,No summit bid,Accident (Death or Injury to Self or Others),Malaysia (Nor Ramlle Sulaiman),1,1,0,EVER-971-04,28,EVER,Nepal,1,S Col-SE Ridge,,Amtrek,0,0,0,0,0,0,0,0,0,0,
,0,0,Ivan,Plotnikov,Ivan Plotnikov,Russia,,M,36,1960,1997/5/7,,0,May 7,1997/5/7,Exposure/Frostbite (8700m),Descending from summit bid, 3,8700,5,0,0,1,1,0,1997,1,1997 Spr,Successful bid,Success,Kazakhstan (Ervand T. Ilyinski),0,0,0,EVER-971-08,19,EVER,China,1,N Col-NE Ridge,,Asian Trekking,0,0,0,3,3,3,3,3,3,8485,MAKA
,0,0,Nikolai,Chevtchenko,Nikolai Chevtchenko,Russia,,M,52,1944,1997/5/7,,0,May 7,1997/5/7,Exposure/Frostbite (8700m),Descending from summit bid, 3,8700,5,0,0,1,1,0,1997,1,1997 Spr,Successful bid,Success,Kazakhstan (Ervand T. Ilyinski),0,0,0,EVER-971-08,03,EVER,China,1,N Col-NE Ridge,,Asian Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Alexandre,Torochin,Alexandre Torochin,Russia,,M,45,1951,1997/5/7,14:00,14,May 7,1997/5/7,Fall (8500m),Ascending in summit bid, 4,8500,4,0,0,0,1,0,1997,1,1997 Spr,Aborted above high camp,"Bad Weather (Storms, High Winds)",Kazakhstan (Ervand T. Ilyinski),0,0,0,EVER-971-08,24,EVER,China,1,N Col-NE Ridge,,Asian Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Peter Andreas,Kowalzik,Peter Andreas Kowalzik,Germany,,M,29,1967,1997/5/8,,0,May 8,1997/5/8,Disappearance(8560m),Ascending in summit bid, 9,8560,4,0,0,0,0,1,1997,1,1997 Spr,Aborted above high camp,Accident (Death or Injury to Self or Others),Germany (Peter Kowalzik),0,0,0,EVER-971-16,01,EVER,China,1,N Col-NE Ridge,,Asian Trekking,4,4,0,5,5,1,5,5,1,8650,EVER
,0,0,Tenzing Nuru,Sherpa,Tenzing Nuru Sherpa (Yilajung),Nepal, (Yilajung),M,27,,1997/5/25,,0,May 25,1997/5/25,Fall (8800m),Descending from summit bid, 4,8800,5,0,0,1,1,0,1997,1,1997 Spr,Successful bid,Success,USA (Todd Burleson),1,1,0,EVER-971-21,12,EVER,Nepal,1,S Col-SE Ridge,,Great Escapes Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Mingmar (Mingma),Tamang,Mingmar (Mingma) Tamang (Chimding),Nepal, (Chimding),M,35,,1997/5/7,,0,May 7,1997/5/7,Fall (8500m),Descending from summit bid, 4,8500,5,0,0,0,1,0,1997,1,1997 Spr,Aborted above high camp,"Exhaustion, Fatigue, Weakness or Lack of Motivatio",S Korea (Lee Dong-Yeon),1,0,0,EVER-971-25,12,EVER,China,1,N Col-NE Ridge,,Windhorse Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Malcolm (Mal),Duff,Malcolm (Mal) Duff,UK,,M,43,1953,1997/4/22,,0,Apr 22,1997/4/22,Illness (non-AMS) (5350m),Death at BC,10,5350,2,0,0,0,0,1,1997,1,1997 Spr,No summit bid,Accident (Death or Injury to Self or Others),UK (Malcolm Duff),0,0,0,EVER-971-26,01,EVER,Nepal,0,,,Arun Treks,3,3,0,14,14,2,6,6,1,8188,CHOY
,0,0,Byung-Soo,Choi,Byung-Soo Choi,S Korea,,M,33,1964,1997/9/8,,0,Sep 8,1997/9/8,Avalanche (6800m),Route preparation, 7,6800,3,0,0,0,0,1,1997,3,1997 Aut,No summit bid,Accident (Death or Injury to Self or Others),S Korea (Kim Teuk-Hee),0,0,0,EVER-973-09,03,EVER,China,1,N Col-NE Ridge,,Windhorse Trekking,0,0,0,3,3,1,2,2,1,8188,CHOY
,0,0,Francys,Distefano-Arsentiev,Ms. Francys Distefano-Arsentiev,USA,,F,40,1958,1998/5/24,08:45,8.75,May 24,1998/5/24,Exposure/Frostbite (8600m)(a),Descending from summit bid, 3,8600,5,1,0,1,0,1,1998,1,1998 Spr,Successful bid,Success,Russia (Boris Sedousov),0,0,0,EVER-981-07,09,EVER,China,1,N Col-NE Ridge,,Asian Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Sergei Anatolievich,Arsentiev,Sergei Anatolievich Arsentiev,Russia,,M,39,1958,1998/5/23,,0,May 23,1998/5/23,Disappearance(8500m),Descending from summit bid, 9,8500,5,0,0,1,0,1,1998,1,1998 Spr,Successful bid,Success,Russia (Boris Sedousov),0,0,0,EVER-981-07,04,EVER,China,1,N Col-NE Ridge,,Asian Trekking,1,1,1,6,6,5,6,6,5,8850,EVER
,0,0,Mark Howard,Jennings,Mark Howard Jennings,UK,,M,49,1948,1998/5/26,,0,May 26,1998/5/26,AMS (8200m)(a),Descending from summit bid, 1,8200,5,1,0,1,1,0,1998,1,1998 Spr,Successful bid,Success,UK (Mark Jennings),0,0,0,EVER-981-25,01,EVER,China,1,N Col-NE Ridge,,Asian Trekking,2,2,0,2,2,0,2,2,0,7900,EVER
,0,0,Roger,Buick,Roger Buick,New Zealand,,M,52,1946,1998/5/26,,0,May 26,1998/5/26,Exposure/Frostbite (7400m),Route preparation, 3,7400,3,0,0,0,0,1,1998,1,1998 Spr,Aborted below high camp,Accident (Death or Injury to Self or Others),New Zealand (Roger Buick),0,0,0,EVER-981-32,01,EVER,China,1,N Col-NE Ridge,,Asian Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Pascal,Debrouwer,Pascal Debrouwer,Belgium,,M,29,1970,1999/5/19,,0,May 19,1999/5/19,Fall (8400m),Descending from summit bid, 4,8400,5,0,0,1,1,0,1999,1,1999 Spr,Successful bid,Success,Belgium (Pascal Debrouwer),0,0,0,EVER-991-04,01,EVER,China,1,N Col-NE Ridge,,None,2,2,0,5,5,1,5,5,1,8300,EVER
,0,0,Michael Robert,Matthews,Michael Robert Matthews,UK,,M,22,1977,1999/5/13,,0,May 13,1999/5/13,Fall (8600m)(w),Descending from summit bid, 4,8600,5,0,1,1,1,0,1999,1,1999 Spr,Successful bid,Success,"UK (Jonathan Tinker, Nikola Kekus)",0,0,0,EVER-991-18,12,EVER,Nepal,1,S Col-SE Ridge,,Nepal Myths & Mountain Trails,0,0,0,0,0,0,0,0,0,0,
,0,0,Tadeusz (Tadek),Kudelski,Tadeusz (Tadek) Kudelski,Poland,,M,44,1954,1999/5/18,17:00,17,May 18,1999/5/18,Fall (8600m),Descending from summit bid, 4,8600,5,0,0,1,1,0,1999,1,1999 Spr,Successful bid,Success,Poland (Ryszard Pawlowski),0,0,0,EVER-991-31,07,EVER,China,1,N Col-NE Ridge,,Asian Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Vasili (Vazyl),Kopytko,Vasili (Vazyl) Kopytko,Ukraine,,M,34,1964,1999/5/8,,0,May 8,1999/5/8,Exposure/Frostbite (8500m),Descending from summit bid, 3,8500,5,0,0,1,0,1,1999,1,1999 Spr,Successful bid,Success,Ukraine (Valentin Simonenko),0,0,0,EVER-991-34,06,EVER,China,1,N Col-NE Ridge,,Windhorse Trekking,0,0,0,4,4,3,2,2,1,8188,CHOY
,0,0,Geng-Hua,Yan,Geng-Hua Yan,China,,M,41,1958,2000/5/21,,0,May 21,2000/5/21,Exposure/Frostbite (8750m),Descending from summit bid, 3,8750,5,0,0,1,1,0,2000,1,2000 Spr,Successful bid,Success,China (Yan Geng-Hua),0,0,0,EVER-001-43,01,EVER,China,1,N Col-NE Ridge,,Asian Trekking,1,1,0,1,1,0,1,1,0,8100,EVER
,0,0,Jeppe,Stoltz,Jeppe Stoltz,Denmark,,M,27,1972,2000/5/20,06:30,6.5,May 20,2000/5/20,Fall (8500m),Ascending in summit bid, 4,8500,4,0,0,0,0,1,2000,1,2000 Spr,Aborted above high camp,Accident (Death or Injury to Self or Others),Denmark (Per Bager),0,0,0,EVER-001-47,02,EVER,China,1,N Col-NE Ridge,,Asian Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Babu Chiri (Babu Tshering),Sherpa,Babu Chiri (Babu Tshering) Sherpa (Chhulemu),Nepal, (Chhulemu),M,35,1965,2001/4/29,16:00,16,Apr 29,2001/4/29,Crevasse (6400m),Route preparation, 5,6400,3,0,0,0,0,1,2001,1,2001 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Brant Didden),1,1,0,EVER-011-01,04,EVER,Nepal,1,S Col-SE Ridge,,Nomad Expeditions,0,0,0,0,0,0,0,0,0,0,
,0,0,Peter Gerfried,Ganner,Peter Gerfried Ganner,Austria,,M,57,1944,2001/5/23,08:00,8,May 23,2001/5/23,Fall (8500m),Ascending in summit bid, 4,8500,4,0,0,0,1,0,2001,1,2001 Spr,Aborted above high camp,Accident (Death or Injury to Self or Others),Austria (Peter Ganner),0,0,0,EVER-011-12,01,EVER,Nepal,1,S Col-SE Ridge,,Asian Trekking,0,0,0,1,1,1,1,1,1,8188,CHOY
,0,0,Mark,Auricht,Mark Auricht,Australia,,M,37,1963,2001/5/24,07:00,7,May 24,2001/5/24,Illness (non-AMS) (7900m),Descending from summit bid,10,7900,5,0,0,0,1,0,2001,1,2001 Spr,Aborted above high camp,Too Late in Day or Too Slow,Australia (Duncan Chessell),0,0,0,EVER-011-26,02,EVER,China,1,N Col-NE Ridge,,Arun Treks,0,0,0,2,2,2,1,1,1,8485,MAKA
,0,0,Aleksei (Alex),Nikiforov,Aleksei (Alex) Nikiforov,Russia,,M,45,1955,2001/5/24,17:00,17,May 24,2001/5/24,AMS (8400m)(a),Descending from summit bid, 1,8400,5,1,0,0,1,0,2001,1,2001 Spr,Aborted above high camp,"Altitude (AMS Symptoms, Breathing or Unwell)",Russia (Dmitri Bochkov),0,0,0,EVER-011-48,08,EVER,China,1,N Col-NE Ridge,,Windhorse Trekking,0,0,0,1,1,1,1,1,1,8485,MAKA
,0,0,Santor,Gardos,Santor Gardos,Hungary,,M,38,1963,2001/10/17,,0,Oct 17,2001/10/17,Fall (7000m),Route preparation, 4,7000,3,0,0,0,0,1,2001,3,2001 Aut,Aborted below high camp,Accident (Death or Injury to Self or Others),Hungary (Laszlo Mecs),0,0,0,EVER-013-03,06,EVER,China,1,N Col-NE Ridge,,None,0,0,0,0,0,0,0,0,0,0,
,0,0,Zoran,Miletic,Zoran Miletic,Yugoslavia,,M,41,1960,2002/5/17,,0,May 17,2002/5/17,Unknown (7800m),Descending from summit bid,12,7800,5,0,0,0,1,0,2002,1,2002 Spr,Aborted above high camp,Unknown,"Russia (Viachoslav Skripko, Borislav Dimitrov)",0,0,0,EVER-021-03,06,EVER,China,1,N Col-N Face,,Asian Trekking,1,1,0,2,2,0,1,1,0,8550,EVER
,0,0,Peter,Legate,Peter Legate,UK,,M,38,1963,2002/4/30,06:30,6.5,Apr 30,2002/4/30,Fall (7000m),Route preparation, 4,7000,3,0,0,0,0,1,2002,1,2002 Spr,No summit bid,Accident (Death or Injury to Self or Others),UK (Henry Todd),0,0,0,EVER-021-39,05,EVER,Nepal,1,S Col-SE Ridge,,Himalayan Guides,0,0,0,1,1,0,0,0,0,6250,AMAD
,0,0,Marco,Siffredi,Marco Siffredi,France,,M,23,1979,2002/9/8,13:15,13.25,Sep 8,2002/9/8,Fall (8600m),Descending from summit bid, 4,8600,5,0,0,1,1,0,2002,3,2002 Aut,Successful bid,Success,France (Marco Siffredi),0,0,0,EVER-023-01,01,EVER,China,1,"N Col up, Hornbein Couloir down",,Mountain Experience,1,1,1,3,3,3,2,2,2,8850,EVER
,0,0,Bhim Bahadur,Gurung,Bhim Bahadur Gurung (Karmaiya),Nepal, (Karmaiya),M,38,1964,2003/5/27,,0,May 27,2003/5/27,Crevasse (5900m),Expedition evacuation, 5,5900,6,0,0,1,1,0,2003,1,2003 Spr,Successful bid,Success,Nepal (Surya Sen Thakuri (Nepalese team)),0,0,0,EVER-031-05,07,EVER,Nepal,1,S Col-SE Ridge,,Himalaya Expeditions,0,0,0,0,0,0,0,0,0,0,
,0,0,Arnaud,Saulnier,Arnaud Saulnier,France,,M,30,,2003/4/8,,0,Apr 8,2003/4/8,Illness (non-AMS) (5300m),Death at BC,10,5300,2,0,0,0,0,1,2003,1,2003 Spr,No summit bid,Accident (Death or Injury to Self or Others),France (Jean-Michel Asselin),0,0,0,EVER-031-14,19,EVER,Nepal,0,,,Thamserku Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Karma Gyalzen,Sherpa,Karma Gyalzen Sherpa (Kurima),Nepal, (Kurima),M,28,,2003/5/24,19:30,19.5,May 24,2003/5/24,AMS (6000m)(a),Expedition evacuation, 1,6000,6,1,0,0,0,1,2003,1,2003 Spr,No summit bid,Route/Camp Preparation or Fixing Rope,USA (Gary Guller),1,1,0,EVER-031-24,06,EVER,Nepal,1,S Col-SE Ridge,,Arun Treks,0,0,0,0,0,0,0,0,0,0,
,0,0,Jan Krysztof,Liszewski,Jan Krysztof Liszewski,Poland,,M,55,1948,2003/5/25,,0,May 25,2003/5/25,Fall (7600m),Route preparation, 4,7600,3,0,0,0,0,1,2003,1,2003 Spr,Aborted at high camp,Accident (Death or Injury to Self or Others),Poland (Krysztof Liszewski),0,0,0,EVER-031-61,01,EVER,China,1,N Col-N Face,,Asian Trekking,1,1,0,3,3,0,3,3,0,8650,EVER
,0,0,Hristo Ganchev,Hristov,Hristo Ganchev Hristov,Bulgaria,,M,26,1977,2004/5/20,,0,May 20,2004/5/20,Exhaustion (8600m),Descending from summit bid, 2,8600,5,0,0,1,0,1,2004,1,2004 Spr,Successful bid,Success,Bulgaria (Metodi Savov),0,0,0,EVER-041-07,03,EVER,China,1,N Col-NE Ridge,,Asian Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Mariana Prodanova,Maslarova,Ms. Mariana Prodanova Maslarova,Bulgaria,,F,43,1961,2004/5/23,17:30,17.5,May 23,2004/5/23,Disappearance(8700m),Ascending in summit bid, 9,8700,4,0,0,0,1,0,2004,1,2004 Spr,Aborted above high camp,Accident (Death or Injury to Self or Others),Bulgaria (Mariana Maslarova),0,0,0,EVER-041-09,01,EVER,China,1,N Col-NE Ridge,,Asian Trekking,0,0,0,0,0,0,0,0,0,0,
,0,0,Shoko,Ota,Ms. Shoko Ota,Japan,,F,63,1941,2004/5/20,,0,May 20,2004/5/20,Fall (8600m),Descending from summit bid, 4,8600,5,0,0,1,1,0,2004,1,2004 Spr,Successful bid,Success,Japan (Kenji Kondo),0,0,0,EVER-041-31,06,EVER,China,1,N Col-NE Ridge,,Rolwaling Excursion,0,0,0,1,1,1,1,1,1,8188,CHOY
